"question_text_en","time_limit","subject","options_en","target_language","correct_answer","options_uz","points","options_pl","question_text_az","options_tr","question_text_pl","explanation_ru","options_az","question_text_tr","explanation_tr","question_text_ru","explanation_pl","explanation_az","source_language","options_ru","difficulty","explanation_en","explanation_uz","question_text_uz","id","created_date","updated_date","created_by_id","created_by","is_sample"
"What is the name of the cat in ""Alien""?","12","movies","[""Luna"",""Jonesy"",""Tiger"",""Spot""]","","1","[""Luna"",""Jonesy"",""Tiger"",""Spot""]","1","[""Luna"",""Jonesy"",""Tiger"",""Spot""]","""Yadplanetli""dəki pişiyin adı nədir?","[""Luna"",""Jonesy"",""Tiger"",""Spot""]","Jak wabi się kot w filmie ""Obcy""?","","[""Luna"",""Jonesy"",""Tiger"",""Spot""]","""Alien"" filmindeki kedinin adı nedir?","","Как зовут кота в фильме ""Чужой""?","","","","[""Луна"",""Джонси"",""Тигр"",""Спот""]","5","","","""Alien""dagi mushukning ismi nima?","698675cc1c12b80efb13b60f","2026-02-06T23:14:20.362000","2026-07-09T21:27:00.604000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""The Sixth Sense,"" what color signifies that the dead are present?","12","movies","[""Blue"",""Red"",""Black"",""White""]","","1","[""Moviy"",""Qizil"",""Qora"",""Oq""]","1","[""Niebieski"",""Czerwony"",""Czarny"",""Biały""]","""Altıncı hiss""də ölülərin mövcudluğunu hansı rəng bildirir?","[""Mavi"",""Kırmızı"",""Siyah"",""Beyaz""]","Jaki kolor w filmie ""Szósty zmysł"" oznacza obecność zmarłych?","","[""Mavi"",""Qırmızı"",""Qara"",""Ağ""]","""Altıncı His"" filminde ölülerin varlığını hangi renk ifade eder?","","В фильме ""Шестое чувство"" какой цвет указывает на присутствие мертвых?","","","","[""Синий"",""Красный"",""Черный"",""Белый""]","5","","","""Oltinchi sezgi"" asarida o'liklarning mavjudligini qaysi rang anglatadi?","698675cc79fd54d4a8f80885","2026-02-06T23:14:20.247000","2026-07-08T18:34:30.300000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which movie features a character who says ""I'm a mog: half man, half dog""?","12","movies","[""Star Wars"",""Spaceballs"",""Galaxy Quest"",""The Fly""]","","1","[""Yulduzli urushlar"",""Kosmik sharlar"",""Galaktika izlanishi"",""Pashsha""]","1","[""Gwiezdne wojny"",""Kosmiczna załoga"",""Galaxy Quest"",""Mucha""]","Hansı filmdə ""Mən manyakam: yarı adam, yarı it"" deyən personaj var?","[""Yıldız Savaşları"",""Uzay Topları"",""Galaksi Arayışı"",""Sinek""]","W którym filmie pojawia się postać mówiąca „Jestem mogiem: w połowie człowiek, w połowie pies”?","","[""Ulduz müharibələri"",""Kosmik toplar"",""Qalaktika axtarışı"",""Milçək""]","""Ben bir mog'um: yarı insan, yarı köpek"" diyen bir karakterin yer aldığı film hangisidir?","","В каком фильме есть персонаж, который говорит: ""Я — мог: наполовину человек, наполовину собака""?","","","","[""Звездные войны"",""Космические яйца"",""Галактический квест"",""Муха""]","5","","","Qaysi filmda ""Men mogman: yarim odam, yarim itman"" degan qahramon tasvirlangan?","698675ccdfe4452debdeb110","2026-02-06T23:14:20.148000","2026-07-09T16:07:20.573000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""Rocky,"" what is the name of Rocky's turtle?","12","movies","[""Cuff and Link"",""Speedy"",""Flash"",""Shelly""]","","0","[""Manjet va bog'ich"",""Tezkor"",""Flash"",""Shelli""]","1","[""Cuff i Link"",""Speedy"",""Flash"",""Shelly""]","""Rokki""də Rokkinin tısbağasının adı nədir?","[""Cuff and Link"",""Speedy"",""Flash"",""Shelly""]","W filmie ""Rocky"" jak nazywa się żółw Rockiego?","","[""Manjet və Bağlantı"",""Sürətli"",""Fləş"",""Şelli""]","""Rocky"" filminde Rocky'nin kaplumbağasının adı nedir?","","Как зовут черепаху Рокки в фильме ""Рокки""?","","","","[""Cuff and Link"",""Speedy"",""Flash"",""Shelly""]","5","","","""Rokki""da Rokki toshbaqasining nomi nima?","698675cc722918f6058e193b","2026-02-06T23:14:20.038000","2026-07-09T14:13:28.004000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the name of the hotel in ""The Grand Budapest Hotel""?","12","movies","[""The Savoy"",""The Grand Budapest"",""The Ritz"",""The Continental""]","","1","[""Savoy"",""Buyuk Budapesht"",""Ritz"",""Kontinental""]","1","[""The Savoy"",""The Grand Budapest"",""The Ritz"",""The Continental""]","""Qrand Budapeşt Oteli""ndəki otelin adı nədir?","[""Savoy"",""Grand Budapest"",""Ritz"",""Continental""]","Jak nazywa się hotel w filmie ""The Grand Budapest Hotel""?","","[""Savoy"",""Qrand Budapeşt"",""Ritz"",""Kontinental""]","""Grand Budapest Hotel"" filmindeki otelin adı nedir?","","Как называется отель в фильме ""Отель ""Гранд Будапешт""?","","","","[""Савой"",""Гранд Будапешт"",""Ритц"",""Континенталь""]","5","","","""Grand Budapest Hotel"" mehmonxonasidagi mehmonxonaning nomi nima?","698675cb678a3085caedef56","2026-02-06T23:14:19.910000","2026-07-09T21:27:02.520000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""Finding Nemo,"" what is the address on the goggles?","12","movies","[""42 Wallaby Way, Sydney"",""10 Downing St"",""221B Baker St"",""742 Evergreen Terrace""]","","0","[""42 Wallaby Way, Sidney"",""10 Downing ko'chasi"",""221B Baker ko'chasi"",""742 Evergreen Terrace""]","1","[""42 Wallaby Way, Sydney"",""10 Downing St"",""221B Baker St"",""742 Evergreen Terrace""]","""Nemonu tapmaq"" filmində eynəklərin ünvanı nədir?","[""42 Wallaby Way, Sydney"",""10 Downing St"",""221B Baker St"",""742 Evergreen Terrace""]","Jaki adres widnieje na goglach w filmie ""Gdzie jest Nemo""?","","[""42 Wallaby Way, Sidney"",""10 Downing St"",""221B Baker St"",""742 Evergreen Terrace""]","""Finding Nemo"" filminde, koruyucu gözlüklerin üzerindeki adres nedir?","","В мультфильме ""В поисках Немо"" какой адрес указан на очках?","W filmie ""Gdzie jest Nemo"" (ang. ""Finding Nemo""), gogle należące do nurka, które znajduje Marlin, mają wygrawerowany adres ""P. Sherman, 42 Wallaby Way, Sydney"".","","","[""42 Wallaby Way, Сидней"",""10 Downing St"",""221B Baker St"",""742 Evergreen Terrace""]","5","","","""Nemoni topish"" filmida ko'zoynaklardagi manzil nima?","698675cb08679561963157fe","2026-02-06T23:14:19.814000","2026-07-09T21:27:04.231000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which movie features a sentient car named Christine?","12","movies","[""Knight Rider"",""Christine"",""Maximum Overdrive"",""The Car""]","","1","[""Ritsar chavandozi"",""Kristin"",""Maksimal haddan tashqari yuk"",""Mashina""]","1","[""Nieustraszony"",""Christine"",""Maksymalna przekroczenie"",""Samochód""]","Kristin adlı şüurlu bir avtomobil hansı filmdədir?","[""Knight Rider"",""Christine"",""Maximum Overdrive"",""The Car""]","Który film przedstawia samoświadomy samochód o imieniu Christine?","","[""Cəngavər Sürücü"",""Kristin"",""Maksimum Həddindən Artıq Sürmə"",""Maşın""]","Christine adında, duyguları hissedebilen bir arabanın yer aldığı film hangisidir?","","В каком фильме есть разумный автомобиль по имени Кристин?","","","","[""Рыцарь-наездник"",""Кристин"",""Максимальный драйв"",""Машина""]","5","","","Qaysi filmda Kristin ismli aqlli mashina tasvirlangan?","698675cb209d0c4857dcdc3a","2026-02-06T23:14:19.706000","2026-07-09T14:53:53.184000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""Top Gun,"" what is the call sign of the character played by Val Kilmer?","12","movies","[""Maverick"",""Iceman"",""Goose"",""Viper""]","","1","[""Maverick"",""Muz odam"",""G'oz"",""Ilqon""]","1","[""Maverick"",""Iceman"",""Goose"",""Viper""]","""Top Gun"" filmində Val Kilmerin canlandırdığı personajın çağırış işarəsi nədir?","[""Maverick"",""Iceman"",""Goose"",""Viper""]","Jaki znak wywoławczy nosi postać grana przez Vala Kilmera w filmie „Top Gun”?","","[""Maverick"",""Buz Adam"",""Qaz"",""Gül""]","""Top Gun"" filminde Val Kilmer'ın canlandırdığı karakterin telsiz kodu nedir?","","В фильме ""Топ Ган"" какой позывной у персонажа, которого играет Вэл Килмер?","","","","[""Маверик"",""Айсмен"",""Гусь"",""Гадюка""]","5","","","""Top Gun"" filmida Val Kilmer o'ynagan qahramonning chaqiruv belgisi nima?","698675cb617aa15ba392ce7e","2026-02-06T23:14:19.605000","2026-07-09T21:27:05.499000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the name of the villainous computer in ""2001: A Space Odyssey""?","12","movies","[""SAL 9000"",""HAL 9000"",""VIKI"",""Skynet""]","","1","[""SAL 9000"",""HAL 9000"",""VIKI"",""Skynet""]","1","[""SAL 9000"",""HAL 9000"",""VIKI"",""Skynet""]","""2001: Kosmik Odisseya""dakı bədniyyətli kompüterin adı nədir?","[""SAL 9000"",""HAL 9000"",""VIKI"",""Skynet""]","Jak nazywa się złowrogi komputer w filmie „2001: Odyseja kosmiczna”?","","[""SAL 9000"",""HAL 9000"",""VIKI"",""Skynet""]","""2001: Bir Uzay Macerası"" filmindeki kötü karakterli bilgisayarın adı nedir?","","Как зовут злодейский компьютер в фильме ""2001: Космическая одиссея""?","","","","[""САЛ 9000"",""ХАЛ 9000"",""ВИКИ"",""Скайнет""]","5","","","""2001: Kosmik Odisseya""dagi yovuz kompyuterning nomi nima?","698675cbfc469d8e6ec4d32d","2026-02-06T23:14:19.484000","2026-07-09T21:27:06.736000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""The Truman Show,"" what is the name of the director of the show?","12","movies","[""Marlon"",""Christof"",""Sylvia"",""Kirk""]","","1","[""Marlon"",""Christof"",""Silvia"",""Kirk""]","1","[""Marlon"",""Christof"",""Sylvia"",""Kirk""]","""Truman Şousu""nda şounun rejissorunun adı nədir?","[""Marlon"",""Christof"",""Sylvia"",""Kirk""]","W filmie ""Truman Show"", jak nazywa się reżyser programu?","","[""Marlon"",""Kristof"",""Silviya"",""Kirk""]","""Truman Şov""da, gösterinin yönetmeninin adı nedir?","","Как зовут режиссёра фильма ""Шоу Трумана""?","","","","[""Марлон"",""Кристоф"",""Сильвия"",""Кирк""]","5","","","""Truman shousi""da shou rejissyorining ismi nima?","698675cbef1d8ffacb0e967d","2026-02-06T23:14:19.339000","2026-07-09T21:27:07.945000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which movie features the ""Slow-motion bullet dodge"" known as Bullet Time?","12","movies","[""John Wick"",""The Matrix"",""Wanted"",""Equilibrium""]","","1","[""Jon Uik"",""Matritsa"",""Qidiruv"",""Muvozanat""]","1","[""John Wick"",""Matrix"",""Wanted – Ścigani"",""Equilibrium""]","""Güllə Zamanı"" kimi tanınan ""Yavaş Hərəkətli Güllə Dodge"" hansı filmdə yer alır?","[""John Wick"",""Matrix"",""Aranıyor"",""Denge""]","Który film zawiera słynny „unik przed pociskiem w zwolnionym tempie” znany jako Bullet Time?","","[""Con Vik"",""Matrisa"",""Arzulanan"",""Tarazlıq""]","""Kurşunlardan yavaş çekimle kaçma"" olarak bilinen Bullet Time efektinin yer aldığı film hangisidir?","","В каком фильме используется приём ""уклонение от пуль в замедленной съёмке"", известный как ""время пули""?","","","","[""Джон Уик"",""Матрица"",""Разыскивается"",""Равновесие""]","5","","","Qaysi filmda ""O'q vaqti"" deb nomlanuvchi ""Sekin harakatlanuvchi o'qdan qochish"" tasvirlangan?","698675cb0a260d40085426b6","2026-02-06T23:14:19.177000","2026-07-09T14:19:12.936000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the name of the mall in ""Back to the Future""?","12","movies","[""Pine Valley Mall"",""Twin Pines Mall"",""Oak Hill Mall"",""Valley Fair""]","","1","[""Pine Valley Mall"",""Twin Pines Mall"",""Oak Hill Mall"",""Valley Fair""]","1","[""Pine Valley Mall"",""Twin Pines Mall"",""Oak Hill Mall"",""Valley Fair""]","""Gələcəyə Qayıdış""dakı ticarət mərkəzinin adı nədir?","[""Pine Valley Alışveriş Merkezi"",""Twin Pines Alışveriş Merkezi"",""Oak Hill Alışveriş Merkezi"",""Valley Fair""]","Jak nazywa się centrum handlowe w filmie „Powrót do przyszłości”?","","[""Şam Vadisi Ticarət Mərkəzi"",""Əkiz Şam Ticarət Mərkəzi"",""Oak Hill Ticarət Mərkəzi"",""Valley Fair""]","""Geleceğe Dönüş"" filmindeki alışveriş merkezinin adı nedir?","","Как называется торговый центр в фильме ""Назад в будущее""?","","","","[""Pine Valley Mall"",""Twin Pines Mall"",""Oak Hill Mall"",""Valley Fair""]","5","","","""Kelajakka qaytish"" asaridagi savdo markazining nomi nima?","698675cb3b53b7f87714dc92","2026-02-06T23:14:19.067000","2026-07-09T21:27:09.323000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""Monsters, Inc.,"" what is Boo's real name?","12","movies","[""Mary"",""Alice"",""Cindy"",""Rose""]","","0","[""Meri"",""Elis"",""Sindi"",""Rouz""]","1","[""Mary"",""Alice"",""Cindy"",""Rose""]","""Monsters, Inc.""də Bunun əsl adı nədir?","[""Mary"",""Alice"",""Cindy"",""Rose""]","Jak brzmi prawdziwe imię Boo w filmie ""Potwory i spółka""?","","[""Məryəm"",""Elis"",""Sindi"",""Rouz""]","""Monsters, Inc."" filminde Boo'nun gerçek adı nedir?","","В мультфильме ""Корпорация монстров"" какое настоящее имя у Бу?","","","","[""Мэри"",""Элис"",""Синди"",""Роуз""]","5","","","""Monsters, Inc."" filmida Booning asl ismi nima?","698675ca88a3e457a9859181","2026-02-06T23:14:18.959000","2026-07-09T21:27:10.456000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which movie features the ""Tears in rain"" monologue?","12","movies","[""The Terminator"",""Blade Runner"",""RoboCop"",""Total Recall""]","","1","[""Terminator"",""Pichoq yuguruvchisi"",""Robocop"",""To'liq chaqirib olish""]","1","[""Terminator"",""Blade Runner"",""RoboCop"",""Pamięć absolutna""]","""Yağışda göz yaşları"" monoloqu hansı filmdə yer alır?","[""Terminatör"",""Bıçak Koşucusu"",""RoboCop"",""Toplam Geri Çağırma""]","W którym filmie znajduje się monolog „Łzy w deszczu”?","","[""Terminator"",""Üyüdücü qaçan"",""Robokop"",""Tam geri çağırış""]","""Yağmurda Gözyaşları"" monologu hangi filmde yer alıyor?","","В каком фильме звучит монолог ""Слёзы под дождём""?","","","","[""Терминатор"",""Бегущий по лезвию"",""Робокоп"",""Вспомнить всё""]","5","","","""Yomg'irdagi ko'z yoshlar"" monologi qaysi filmda bor?","698675ca8f0cfe85ef6cfaea","2026-02-06T23:14:18.851000","2026-07-09T15:03:30.015000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"In ""The Matrix,"" what is the real name of the character ""Mouse""?","12","movies","[""Apoc"",""Mouse"",""Switch"",""Tank""]","","1","[""Apoc"",""Sichqoncha"",""Switch"",""Tank""]","1","[""Apoc"",""Mysz"",""Switch"",""Tank""]","""Matrix""də ""Siçan"" personajının əsl adı nədir?","[""Apoc"",""Mouse"",""Switch"",""Tank""]","W filmie „Matrix” jak brzmi prawdziwe imię postaci „Mysz”?","","[""Apoc"",""Sichan"",""Switch"",""Tank""]","""Matrix"" filminde ""Fare"" karakterinin gerçek adı nedir?","","В фильме ""Матрица"" как на самом деле зовут персонажа по имени ""Мышь""?","","","","[""Апокалипсис"",""Мышь"",""Переключатель"",""Танк""]","5","","","""Matritsa""dagi ""Sichqoncha"" qahramonining asl ismi nima?","698675caf62b36d602fb87ec","2026-02-06T23:14:18.717000","2026-07-09T16:07:38.032000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is the name of the boat in ""Forrest Gump""?","12","movies","[""The Bubba Gump"",""Jenny"",""The Alabama"",""Shrimp Boat One""]","","1","[""Bubba Gump"",""Jenny"",""Alabama"",""Qisqichbaqali qayiq""]","1","[""Bubba Gump"",""Jenny"",""Alabama"",""Shrimp Boat One""]","""Forrest Qamp""dakı qayığın adı nədir?","[""Bubba Gump"",""Jenny"",""Alabama"",""Karides Teknesi Bir""]","Jak nazywa się łódź w filmie „Forrest Gump”?","","[""Bubba Qamp"",""Cenni"",""Alabama"",""Krevet Qayığı Bir""]","""Forrest Gump"" filmindeki teknenin adı nedir?","","Как называется лодка в фильме ""Форрест Гамп""?","","","","[""Бубба Гамп"",""Дженни"",""Алабама"",""Креветочная лодка номер один""]","5","","","""Forrest Gump""dagi qayiqning nomi nima?","698675ca29cb59cf6055cb1f","2026-02-06T23:14:18.617000","2026-07-09T17:37:25.007000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which movie features a giant ""Rabbit"" named Frank?","12","movies","[""Alice in Wonderland"",""Donnie Darko"",""Who Framed Roger Rabbit"",""Harvey""]","","1","[""Alisa mo'jizalar mamlakatida"",""Donni Darko"",""Rojer quyonni kim yaratgan"",""Xarvi""]","1","[""Alicja w Krainie Czarów"",""Donnie Darko"",""Kto wrobił królika Rogera"",""Harvey""]","Hansı filmdə Frank adlı nəhəng ""Dovşan"" təsvir olunur?","[""Alice Harikalar Diyarında"",""Donnie Darko"",""Roger Rabbit'i Kim Suçladı"",""Harvey""]","W którym filmie występuje gigantyczny królik o imieniu Frank?","","[""Alisa Möcüzələr Diyarında"",""Donni Darko"",""Rocer Dovşanı Kim Çərçivəyə Aldı"",""Harvi""]","Hangi filmde Frank adında dev bir ""tavşan"" yer alıyor?","","В каком фильме есть гигантский ""кролик"" по имени Фрэнк?","Postać Franka, przerażającego królika, jest kluczowym elementem kultowego filmu Donnie Darko z 2001 roku.","","","[""Алиса в Стране чудес"",""Донни Дарко"",""Кто подставил Роджера Кролика"",""Харви""]","5","","","Qaysi filmda Frank ismli ulkan ""Quyon"" tasvirlangan?","698675ca281c70e2c0c5fd4b","2026-02-06T23:14:18.512000","2026-07-08T18:38:50.870000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
